id,object,group,description,kind,path
19412,Person,Presets,Hugo Sánchez (21 years old) - MEX - 149/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Hugo Sánchez (21 years old) - MEX - 149/184
19419,Person,Presets,Ian Rush (20 years old) - WAL - 138/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Ian Rush (20 years old) - WAL - 138/178
19437,Person,Presets,Imre Schlosser (28 years old) - HUN - 178/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Imre Schlosser (28 years old) - HUN - 178/178
19433,Person,Presets,Isidro Lángara (25 years old) - ESP - 170/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Isidro Lángara (25 years old) - ESP - 170/180
19136,Person,Presets,John Charles (23 years old) - WAL - 157/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > John Charles (23 years old) - WAL - 157/182
19447,Person,Presets,José Piendibene (27 years old) - URU - 174/174,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > José Piendibene (27 years old) - URU - 174/174
19198,Person,Presets,Josef Bican (25 years old) - AUT - 178/188,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Josef Bican (25 years old) - AUT - 178/188
19424,Person,Presets,Josip Skoblar (22 years old) - CRO - 145/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Josip Skoblar (22 years old) - CRO - 145/180
19221,Person,Presets,Jupp Heynckes (22 years old) - GER - 150/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Jupp Heynckes (22 years old) - GER - 150/180
19216,Person,Presets,Jürgen Klinsmann (20 years old) - GER - 142/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Jürgen Klinsmann (20 years old) - GER - 142/182
19199,Person,Presets,Karl-Heinz Rummenigge (21 years old) - GER - 153/188,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Karl-Heinz Rummenigge (21 years old) - GER - 153/188
23839,Person,Presets,Kazuyoshi Miura (23 years old) - JPN - 150/158,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Kazuyoshi Miura (23 years old) - JPN - 150/158
19204,Person,Presets,Kenny Dalglish (21 years old) - SCO - 149/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Kenny Dalglish (21 years old) - SCO - 149/184
19178,Person,Presets,László Kubala (24 years old) - ESP - 170/190,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > László Kubala (24 years old) - ESP - 170/190
19196,Person,Presets,Leônidas (25 years old) - BRA - 178/188,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Leônidas (25 years old) - BRA - 178/188
19455,Person,Presets,Luca Toni (19 years old) - ITA - 125/170,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Luca Toni (19 years old) - ITA - 125/170
19201,Person,Presets,Luis Suárez (18 years old) - URU - 136/186,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Luis Suárez (18 years old) - URU - 136/186
19190,Person,Presets,Marco van Basten (20 years old) - NED - 154/194,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Marco van Basten (20 years old) - NED - 154/194
19206,Person,Presets,Mario Kempes (21 years old) - ARG - 149/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Mario Kempes (21 years old) - ARG - 149/184
19172,Person,Presets,Matthias Sindelar (26 years old) - AUT - 180/190,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Matthias Sindelar (26 years old) - AUT - 180/190
19443,Person,Presets,Michael Owen (19 years old) - ENG - 141/176,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Michael Owen (19 years old) - ENG - 141/176
23834,Person,Presets,Mido (22 years old) - EGY - 140/168,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Mido (22 years old) - EGY - 140/168
19448,Person,Presets,Miroslav Klose (19 years old) - GER - 129/174,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Miroslav Klose (19 years old) - GER - 129/174
19430,Person,Presets,Nat Lofthouse (24 years old) - ENG - 165/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Nat Lofthouse (24 years old) - ENG - 165/180
19432,Person,Presets,Oldrich Nejedly (26 years old) - CZE - 170/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Oldrich Nejedly (26 years old) - CZE - 170/180
23846,Person,Presets,Ole Gunnar Solskjær (22 years old) - NOR - 140/165,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Ole Gunnar Solskjær (22 years old) - NOR - 140/165
23832,Person,Presets,Paolo Wanchope (22 years old) - CRC - 140/156,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Paolo Wanchope (22 years old) - CRC - 140/156
19420,Person,Presets,Patrick Kluivert (19 years old) - NED - 125/170,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Patrick Kluivert (19 years old) - NED - 125/170
19456,Person,Presets,Paul Van Himst (22 years old) - BEL - 159/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Paul Van Himst (22 years old) - BEL - 159/184
19164,Person,Presets,Pelé (22 years old) - BRA - 180/200,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Pelé (22 years old) - BRA - 180/200
19446,Person,Presets,Pierre-Emerick Aubameyang (18 years old) - GAB - 124/174,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Pierre-Emerick Aubameyang (18 years old) - GAB - 124/174
19203,Person,Presets,Radamel Falcao (18 years old) - COL - 122/172,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Radamel Falcao (18 years old) - COL - 122/172
19453,Person,Presets,Raúl (19 years old) - ESP - 144/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Raúl (19 years old) - ESP - 144/184
19423,Person,Presets,Raymond Braine (26 years old) - BEL - 170/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Raymond Braine (26 years old) - BEL - 170/180
19181,Person,Presets,Rivaldo (19 years old) - BRA - 143/188,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Rivaldo (19 years old) - BRA - 143/188
19205,Person,Presets,Robert Lewandowski (18 years old) - POL - 129/184,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Robert Lewandowski (18 years old) - POL - 129/184
19174,Person,Presets,Roberto Baggio (20 years old) - ITA - 150/190,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Roberto Baggio (20 years old) - ITA - 150/190
19413,Person,Presets,Roberto Bettega (21 years old) - ITA - 145/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Roberto Bettega (21 years old) - ITA - 145/180
19220,Person,Presets,Robin van Persie (18 years old) - NED - 125/180,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Robin van Persie (18 years old) - NED - 125/180
23833,Person,Presets,Roger Milla (22 years old) - CMR - 149/168,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Roger Milla (22 years old) - CMR - 149/168
19189,Person,Presets,Romário (20 years old) - BRA - 152/192,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Romário (20 years old) - BRA - 152/192
19192,Person,Presets,Ronaldo (19 years old) - BRA - 156/196,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Ronaldo (19 years old) - BRA - 156/196
19428,Person,Presets,Rudi Völler (20 years old) - GER - 142/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Rudi Völler (20 years old) - GER - 142/182
19213,Person,Presets,Ruud van Nistelrooij (19 years old) - NED - 137/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Ruud van Nistelrooij (19 years old) - NED - 137/182
19211,Person,Presets,Samuel Eto'o (18 years old) - CMR - 132/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Samuel Eto'o (18 years old) - CMR - 132/182
19415,Person,Presets,Sándor Kocsis (24 years old) - HUN - 166/186,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Sándor Kocsis (24 years old) - HUN - 166/186
19214,Person,Presets,Sergio Agüero (18 years old) - ARG - 137/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Sergio Agüero (18 years old) - ARG - 137/182
19426,Person,Presets,Silvio Piola (25 years old) - ITA - 172/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Silvio Piola (25 years old) - ITA - 172/182
19193,Person,Presets,Thierry Henry (19 years old) - FRA - 143/188,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Thierry Henry (19 years old) - FRA - 143/188
19417,Person,Presets,Tostão (22 years old) - BRA - 166/186,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Tostão (22 years old) - BRA - 166/186
19194,Person,Presets,Uwe Seeler (23 years old) - GER - 165/190,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Uwe Seeler (23 years old) - GER - 165/190
19217,Person,Presets,Wayne Rooney (18 years old) - ENG - 142/182,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Wayne Rooney (18 years old) - ENG - 142/182
19438,Person,Presets,Włodzimierz Lubański (22 years old) - POL - 153/178,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Włodzimierz Lubański (22 years old) - POL - 153/178
19197,Person,Presets,Zlatan Ibrahimovic (18 years old) - SWE - 138/188,Lua,Person > > Presets > > Player > > Legend Players > > Strikers (ST) > > Zlatan Ibrahimovic (18 years old) - SWE - 138/188
13083,Person,Presets,Open in Dissect Data,Lua,Person > > Presets > > Player > > Open in Dissect Data
12524,Person,Presets,Generate a DOF,Lua,Person > > Presets > > Non-Player > > Generate a DOF
17984,Person,Presets,Generate a Technical Director,Lua,Person > > Presets > > Non-Player > > Generate a Technical Director
12823,Person,Presets,Generate a Scout,Lua,Person > > Presets > > Non-Player > > Generate a Scout
20704,Person,Presets,Generate a Performance Analyst,Lua,Person > > Presets > > Non-Player > > Generate a Performance Analyst
20705,Person,Presets,Generate a Recruitment Analyst,Lua,Person > > Presets > > Non-Player > > Generate a Recruitment Analyst
20706,Person,Presets,Generate a Loan Manager,Lua,Person > > Presets > > Non-Player > > Generate a Loan Manager
12554,Person,Presets,Generate a Physio,Lua,Person > > Presets > > Non-Player > > Generate a Physio
18043,Person,Presets,Generate a Sports Scientist,Lua,Person > > Presets > > Non-Player > > Generate a Sports Scientist
12549,Person,Presets,Generate a Coach (General),Lua,Person > > Presets > > Non-Player > > Generate a Coach (General)
20702,Person,Presets,Generate a Coach (Attacking),Lua,Person > > Presets > > Non-Player > > Generate a Coach (Attacking)
20703,Person,Presets,Generate a Coach (Defending),Lua,Person > > Presets > > Non-Player > > Generate a Coach (Defending)
20700,Person,Presets,Generate a Coach (Tactical),Lua,Person > > Presets > > Non-Player > > Generate a Coach (Tactical)
20699,Person,Presets,Generate a Coach (Technical),Lua,Person > > Presets > > Non-Player > > Generate a Coach (Technical)
20701,Person,Presets,Generate a Coach (Mental),Lua,Person > > Presets > > Non-Player > > Generate a Coach (Mental)
17985,Person,Presets,Generate a Fitness Coach,Lua,Person > > Presets > > Non-Player > > Generate a Fitness Coach
18042,Person,Presets,Generate a Goalkeeping Coach,Lua,Person > > Presets > > Non-Player > > Generate a Goalkeeping Coach
24076,Person,Presets,Maximize Scouting Knowledge Level,Lua,Person > > Presets > > Non-Player > > Maximize Scouting Knowledge Level
13085,Person,Presets,Open in Dissect Data,Lua,Person > > Presets > > Non-Player > > Open in Dissect Data
23767,Person,Presets,Improve Player Partnerships,Lua,Person > > Presets > > Manager > > Improve Player Partnerships
19897,Person,Presets,Add Managing Club to Freezer,"Lua, freeze",Person > > Presets > > Manager > > Add Managing Club to Freezer
17759,Person,Presets,Open in Dissect Data,Lua,Person > > Presets > > Manager > > Open in Dissect Data
11331,Person,Contract,Bonuses & Clauses >,Lua,Person > > Contract > > Full Contract > > Bonuses & Clauses >
16863,Person,Transfers,Transfers >,Lua,Person > > Transfers >
22739,Person,Person Data,Career Plans >,Lua,Person > > Person Data > > Career Plans >
23249,Person,Person Data,Add Career Plans,Lua,Person > > Person Data > > Career Plans > > Add Career Plans
18072,Person,Person Data,Days At Club / In Nation >,Lua,Person > > Person Data > > Days At Club / In Nation >
20100,Person,Person Data,Eligibility >,Lua,Person > > Person Data > > Eligibility >
23264,Person,Person Data,Add Eligibility,Lua,Person > > Person Data > > Eligibility > > Add Eligibility
24077,Person,Person Data,Languages >,Lua,Person > > Person Data > > Languages >
11071,Person,Person Data,Relationships >,Lua,Person > > Person Data > > Relationships >
23618,Person,Person Data,Add Relationships,Lua,Person > > Person Data > > Relationships > > Add Relationships
20109,Person,Person Data,Status >,Lua,Person > > Person Data > > Status >
23825,Person,Player Data,Show Attributes 1 - 100,Lua,Person > > Player Data > > Attributes > > Show Attributes 1 - 100
12620,Person,Staff Data,Tendencies >,Lua,Person > > Staff Data > > Tendencies >
24053,Person,Staff Data,Knowledge >,Lua,Person > > Staff Data > > Knowledge >
17204,Stadium,,Stadium >,"Lua, write",Stadium >
18023,Stadium,Presets,Appereance - All Corners/All Seated/Roof,Lua,Stadium > > Presets > > Appereance - All Corners/All Seated/Roof
18028,Stadium,Presets,Appereance - All Corners/All Seated/No Roof,Lua,Stadium > > Presets > > Appereance - All Corners/All Seated/No Roof
19966,Stadium,Presets,Stadium Setting - Grass/Synthetic Mix/Very Good/Has Digital Ad Hoarding,"Lua, write",Stadium > > Presets > > Stadium Setting - Grass/Synthetic Mix/Very Good/Has Digital Ad Hoarding
18025,Stadium,Presets,Open in Dissect Data,Lua,Stadium > > Presets > > Open in Dissect Data
19898,Freezer,Freezer (Off),Freezer (Off),"Lua, freeze",Freezer > > Freezer (Off)
13203,Database List,Agreement,Agreement >,Lua,Database List > > Agreement >
13202,Database List,Continent,Continent >,Lua,Database List > > Continent >
17811,Database List,Future Transfer,Future Transfer >,Lua,Database List > > Future Transfer >
17785,Database List,Hall of Fame,Hall of Fame >,Lua,Database List > > Hall of Fame >
17654,Database List,Human Manager,Human Manager >,Lua,Database List > > Human Manager >
13089,Database List,Region,Region >,Lua,Database List > > Region >
18041,Print List,People w/ Freeze Attributes Flag,People w/ Freeze Attributes Flag,"Lua, freeze",Print List > > People w/ Freeze Attributes Flag
19600,Print List,People w/ Professionalism Hacked,People w/ Professionalism Hacked,Lua,Print List > > People w/ Professionalism Hacked
20096,Print List,Talented Regens,Talented Regens,Lua,Print List > > Talented Regens
19945,Useful Tools,Open Comparison GUI,Open Comparison GUI,Lua,Useful Tools > > Open Comparison GUI
22761,Useful Tools,Open Mass Edit Manager,Open Mass Edit Manager,Lua,Useful Tools > > Open Mass Edit Manager
22762,Useful Tools,Open Swap Manager,Open Swap Manager,Lua,Useful Tools > > Open Swap Manager
19946,Useful Tools,Open Mini Scouting Tool GUI,Open Mini Scouting Tool GUI,Lua,Useful Tools > > Open Mini Scouting Tool GUI
20696,Presets (Global),Accelerate Player Development,Accelerate Player Development,Lua,Presets (Global) > > Accelerate Player Development
23770,Presets (Global),Accelerate Player Development,1. Notes,Lua,Presets (Global) > > Accelerate Player Development > 1. Notes
23685,Presets (Global),Accelerate Player Development,Search Item,AA,Presets (Global) > > Accelerate Player Development > 2. Setup - Items List > Search Item
24316,Presets (Global),Accelerate Player Development,Export All Items,AA,Presets (Global) > > Accelerate Player Development > 2. Setup - Items List > Export All Items
24315,Presets (Global),Accelerate Player Development,Import Items,AA,Presets (Global) > > Accelerate Player Development > 2. Setup - Items List > Import Items
23635,Presets (Global),Golden Generation,Golden Generation,"Lua, write",Presets (Global) > > Golden Generation
23768,Presets (Global),Golden Generation,1. Notes,Lua,Presets (Global) > > Golden Generation > 1. Notes
24006,Presets (Global),Golden Generation,Search,AA,Presets (Global) > > Golden Generation > 2. Setup > Items List > > Search
23934,Presets (Global),On-Match Player Ability Modifier,On-Match Player Ability Modifier,Lua,Presets (Global) > > On-Match Player Ability Modifier
23935,Presets (Global),On-Match Player Ability Modifier,1. Notes,Lua,Presets (Global) > > On-Match Player Ability Modifier > 1. Notes
24080,Presets (Global),On-Match Player Ability Modifier,Search Item,AA,Presets (Global) > > On-Match Player Ability Modifier > 2. Setup - Items List > Search Item
24360,Presets (Global),On-Match Player Ability Modifier,Export All Items,AA,Presets (Global) > > On-Match Player Ability Modifier > 2. Setup - Items List > Export All Items
24359,Presets (Global),On-Match Player Ability Modifier,Import Items,AA,Presets (Global) > > On-Match Player Ability Modifier > 2. Setup - Items List > Import Items
17839,Presets (Global),Force Board to Accept Your Requests (Including Club Vision),Force Board to Accept Your Requests (Including Club Vision),AA,Presets (Global) > > Force Board to Accept Your Requests (Including Club Vision)
24406,Presets (Global),Force Board to Accept Your Requests (Including Club Vision),1. Notes,Lua,Presets (Global) > > Force Board to Accept Your Requests (Including Club Vision) > 1. Notes
22720,Presets (Global),Force Players and Staff to Accept Your Contract Offers,Force Players and Staff to Accept Your Contract Offers,AA,Presets (Global) > > Force Players and Staff to Accept Your Contract Offers
24405,Presets (Global),Force Players and Staff to Accept Your Contract Offers,1. Notes,Lua,Presets (Global) > > Force Players and Staff to Accept Your Contract Offers > 1. Notes
23766,Presets (Global),Force Other Clubs to Accept Your Transfer Offers,Force Other Clubs to Accept Your Transfer Offers,AA,Presets (Global) > > Force Other Clubs to Accept Your Transfer Offers
23769,Presets (Global),Force Other Clubs to Accept Your Transfer Offers,1. Instructions,Lua,Presets (Global) > > Force Other Clubs to Accept Your Transfer Offers > 1. Instructions
24042,Presets (Global),No Work Permits,No Work Permits,AA,Presets (Global) > > No Work Permits
24043,Presets (Global),No Work Permits,1. Notes,Lua,Presets (Global) > > No Work Permits > 1. Notes
24044,Presets (Global),No Transfer Windows,No Transfer Windows,AA,Presets (Global) > > No Transfer Windows
24045,Presets (Global),No Transfer Windows,1. Notes,Lua,Presets (Global) > > No Transfer Windows > 1. Notes
24046,Presets (Global),No Loan Restrictions,No Loan Restrictions,AA,Presets (Global) > > No Loan Restrictions
24047,Presets (Global),No Loan Restrictions,1. Notes,Lua,Presets (Global) > > No Loan Restrictions > 1. Notes
24048,Presets (Global),Nationality Restrictions Lifted,Nationality Restrictions Lifted,AA,Presets (Global) > > Nationality Restrictions Lifted
24049,Presets (Global),Nationality Restrictions Lifted,1. Instructions,Lua,Presets (Global) > > Nationality Restrictions Lifted > 1. Instructions
23978,Presets (Global),Override and Max Out Extra Staff Limit,Override and Max Out Extra Staff Limit,AA,Presets (Global) > > Override and Max Out Extra Staff Limit
23979,Presets (Global),Override and Max Out Extra Staff Limit,1. Instructions,Lua,Presets (Global) > > Override and Max Out Extra Staff Limit > 1. Instructions
17843,Presets (Global),Ignore Player Retirement,Ignore Player Retirement,"Lua, write, symbol",Presets (Global) > > Ignore Player Retirement
20739,Presets (Global),Ignore Player Retirement,Get My Club UID,"Lua, write",Presets (Global) > > Ignore Player Retirement > 1. Setup > Club UID > Get My Club UID
20741,Presets (Global),Ignore Player Retirement,2. Apply,AA,Presets (Global) > > Ignore Player Retirement > 2. Apply
1930,Table Settings,,Table Settings >,AA,Table Settings >
18992,Table Settings,Add Drop Down List Item,Add Drop Down List Item,Lua,Table Settings > > Add Drop Down List Item
20669,Table Settings,Pointer Code Locations,Pointer Code Locations,"AOB hook, symbol",Table Settings > > Pointer Code Locations
12109,Table Settings,Savegame Check,Savegame Check,Lua,Table Settings > > Savegame Check
19947,Table Settings,Table Timer,Table Timer,Lua,Table Settings > > Table Timer
23688,Table Settings,Update Global Pointers,Update Global Pointers,Lua,Table Settings > > Update Global Pointers
1,Table Settings,Update On Focus Change or Hover Tooltip,Update On Focus Change or Hover Tooltip,"AOB hook, focus/select, symbol",Table Settings > > Update On Focus Change or Hover Tooltip
24269,Table Settings,Create Currency Data Types,Create Currency Data Types,Lua,Table Settings > > Create Currency Data Types
24282,Table Settings,Change Currency,Change Currency,Lua,Table Settings > > Change Currency
17809,Table Settings,Reload Settings,Reload Settings,Lua,Table Settings > > Reload Settings
17805,Table Settings,Debug,Game Module Info,Lua,Table Settings > > Debug > > Game Module Info
10433,Read Me!,,Read Me!,Lua,Read Me!
